Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee
17,26/11/16,Swansea,Crystal Palace,5,4,H,1,1,D,K Friend
17,27/11/16,Arsenal,Bournemouth,3,1,H,1,1,D,M Jones
17,27/11/16,Man United,West Ham,1,1,D,1,1,D,J Moss
17,27/11/16,Southampton,Everton,1,0,H,1,0,H,C Pawson
17,27/11/16,Watford,Stoke,0,1,A,0,1,A,R Madley
17,3/12/2016,Crystal Palace,Southampton,3,0,H,2,0,H,N Swarbrick
17,3/12/2016,Man City,Chelsea,1,3,A,1,0,H,A Taylor
17,3/12/2016,Stoke,Burnley,2,0,H,2,0,H,M Clattenburg
17,3/12/2016,Sunderland,Leicester,2,1,H,0,0,D,A Marriner
17,3/12/2016,Tottenham,Swansea,5,0,H,2,0,H,J Moss
17,3/12/2016,West Brom,Watford,3,1,H,2,0,H,G Scott
17,3/12/2016,West Ham,Arsenal,1,5,A,0,1,A,C Pawson
17,4/12/2016,Bournemouth,Liverpool,4,3,H,0,2,A,R Madley
17,4/12/2016,Everton,Man United,1,1,D,0,1,A,M Oliver
17,5/12/2016,Middlesbrough,Hull,1,0,H,0,0,D,M Dean
17,10/12/2016,Arsenal,Stoke,3,1,H,1,1,D,L Mason
17,10/12/2016,Burnley,Bournemouth,3,2,H,2,1,H,M Atkinson
17,10/12/2016,Hull,Crystal Palace,3,3,D,1,0,H,M Jones
17,10/12/2016,Leicester,Man City,4,2,H,3,0,H,M Oliver
17,10/12/2016,Swansea,Sunderland,3,0,H,0,0,D,C Pawson
17,10/12/2016,Watford,Everton,3,2,H,1,1,D,A Taylor
17,11/12/2016,Chelsea,West Brom,1,0,H,0,0,D,M Dean
17,11/12/2016,Liverpool,West Ham,2,2,D,1,2,A,M Clattenburg
17,11/12/2016,Man United,Tottenham,1,0,H,1,0,H,R Madley
17,11/12/2016,Southampton,Middlesbrough,1,0,H,0,0,D,S Attwell
17,13/12/16,Bournemouth,Leicester,1,0,H,1,0,H,P Tierney
17,13/12/16,Everton,Arsenal,2,1,H,1,1,D,M Clattenburg
17,14/12/16,Crystal Palace,Man United,1,2,A,0,1,A,C Pawson
17,14/12/16,Man City,Watford,2,0,H,1,0,H,K Friend
17,14/12/16,Middlesbrough,Liverpool,0,3,A,0,1,A,J Moss
17,14/12/16,Stoke,Southampton,0,0,D,0,0,D,A Taylor
17,14/12/16,Sunderland,Chelsea,0,1,A,0,1,A,N Swarbrick
17,14/12/16,Tottenham,Hull,3,0,H,1,0,H,A Marriner
17,14/12/16,West Brom,Swansea,3,1,H,0,0,D,M Oliver
17,14/12/16,West Ham,Burnley,1,0,H,1,0,H,R Madley
17,17/12/16,Crystal Palace,Chelsea,0,1,A,0,1,A,J Moss
17,17/12/16,Middlesbrough,Swansea,3,0,H,2,0,H,N Swarbrick
17,17/12/16,Stoke,Leicester,2,2,D,2,0,H,C Pawson
17,17/12/16,Sunderland,Watford,1,0,H,0,0,D,R Madley
17,17/12/16,West Brom,Man United,0,2,A,0,1,A,A Taylor
17,17/12/16,West Ham,Hull,1,0,H,0,0,D,L Mason
17,18/12/16,Bournemouth,Southampton,1,3,A,1,1,D,M Clattenburg
17,18/12/16,Man City,Arsenal,2,1,H,0,1,A,M Atkinson
17,18/12/16,Tottenham,Burnley,2,1,H,1,1,D,K Friend
17,19/12/16,Everton,Liverpool,0,1,A,0,0,D,M Dean
17,26/12/16,Arsenal,West Brom,1,0,H,0,0,D,N Swarbrick
17,26/12/16,Burnley,Middlesbrough,1,0,H,0,0,D,C Pawson
17,26/12/16,Chelsea,Bournemouth,3,0,H,1,0,H,M Jones
17,26/12/16,Hull,Man City,0,3,A,0,0,D,R Madley
17,26/12/16,Leicester,Everton,0,2,A,0,0,D,S Attwell
17,26/12/16,Man United,Sunderland,3,1,H,1,0,H,M Atkinson
17,26/12/16,Swansea,West Ham,1,4,A,0,1,A,A Marriner
17,26/12/16,Watford,Crystal Palace,1,1,D,0,1,A,M Clattenburg
17,27/12/16,Liverpool,Stoke,4,1,H,2,1,H,M Oliver
17,28/12/16,Southampton,Tottenham,1,4,A,1,1,D,M Dean
17,30/12/16,Hull,Everton,2,2,D,1,1,D,J Moss
17,31/12/16,Burnley,Sunderland,4,1,H,1,0,H,G Scott
17,31/12/16,Chelsea,Stoke,4,2,H,1,0,H,R Madley
17,31/12/16,Leicester,West Ham,1,0,H,1,0,H,A Taylor
17,31/12/16,Liverpool,Man City,1,0,H,1,0,H,C Pawson
17,31/12/16,Man United,Middlesbrough,2,1,H,0,0,D,L Mason
17,31/12/16,Southampton,West Brom,1,2,A,1,1,D,M Jones
17,31/12/16,Swansea,Bournemouth,0,3,A,0,2,A,K Friend
17,1/1/2017,Arsenal,Crystal Palace,2,0,H,1,0,H,A Marriner
17,1/1/2017,Watford,Tottenham,1,4,A,0,3,A,M Oliver
17,2/1/2017,Everton,Southampton,3,0,H,0,0,D,K Friend
17,2/1/2017,Man City,Burnley,2,1,H,0,0,D,L Mason
17,2/1/2017,Middlesbrough,Leicester,0,0,D,0,0,D,R Madley
17,2/1/2017,Sunderland,Liverpool,2,2,D,1,1,D,A Taylor
17,2/1/2017,West Brom,Hull,3,1,H,0,1,A,M Clattenburg
17,2/1/2017,West Ham,Man United,0,2,A,0,0,D,M Dean
17,3/1/2017,Bournemouth,Arsenal,3,3,D,2,0,H,M Oliver
17,3/1/2017,Crystal Palace,Swansea,1,2,A,0,1,A,P Tierney
17,3/1/2017,Stoke,Watford,2,0,H,1,0,H,N Swarbrick
17,4/1/2017,Tottenham,Chelsea,2,0,H,1,0,H,M Atkinson
17,14/01/17,Burnley,Southampton,1,0,H,0,0,D,P Tierney
17,14/01/17,Hull,Bournemouth,3,1,H,1,1,D,M Atkinson
17,14/01/17,Leicester,Chelsea,0,3,A,0,1,A,A Marriner
17,14/01/17,Sunderland,Stoke,1,3,A,1,3,A,M Dean
17,14/01/17,Swansea,Arsenal,0,4,A,0,1,A,M Jones
17,14/01/17,Tottenham,West Brom,4,0,H,2,0,H,A Taylor
17,14/01/17,Watford,Middlesbrough,0,0,D,0,0,D,J Moss
17,14/01/17,West Ham,Crystal Palace,3,0,H,0,0,D,N Swarbrick
17,15/01/17,Everton,Man City,4,0,H,1,0,H,M Clattenburg
17,15/01/17,Man United,Liverpool,1,1,D,0,1,A,M Oliver
17,21/01/17,Bournemouth,Watford,2,2,D,0,1,A,L Mason
17,21/01/17,Crystal Palace,Everton,0,1,A,0,0,D,A Taylor
17,21/01/17,Liverpool,Swansea,2,3,A,0,0,D,K Friend
17,21/01/17,Man City,Tottenham,2,2,D,0,0,D,A Marriner
17,21/01/17,Middlesbrough,West Ham,1,3,A,1,2,A,M Atkinson
17,21/01/17,Stoke,Man United,1,1,D,1,0,H,M Clattenburg
17,21/01/17,West Brom,Sunderland,2,0,H,2,0,H,C Pawson
17,22/01/17,Arsenal,Burnley,2,1,H,0,0,D,J Moss
17,22/01/17,Chelsea,Hull,2,0,H,1,0,H,N Swarbrick
17,22/01/17,Southampton,Leicester,3,0,H,2,0,H,M Oliver
17,31/01/17,Arsenal,Watford,1,2,A,0,2,A,A Marriner
17,31/01/17,Bournemouth,Crystal Palace,0,2,A,0,0,D,J Moss
17,31/01/17,Burnley,Leicester,1,0,H,0,0,D,M Dean
17,31/01/17,Liverpool,Chelsea,1,1,D,0,1,A,M Clattenburg
17,31/01/17,Middlesbrough,West Brom,1,1,D,1,1,D,S Attwell
17,31/01/17,Sunderland,Tottenham,0,0,D,0,0,D,L Mason
17,31/01/17,Swansea,Southampton,2,1,H,1,0,H,R East
17,1/2/2017,Man United,Hull,0,0,D,0,0,D,M Jones
17,1/2/2017,Stoke,Everton,1,1,D,1,1,D,C Pawson
17,1/2/2017,West Ham,Man City,0,4,A,0,3,A,K Friend
17,4/2/2017,Chelsea,Arsenal,3,1,H,1,0,H,M Atkinson
17,4/2/2017,Crystal Palace,Sunderland,0,4,A,0,4,A,A Marriner
17,4/2/2017,Everton,Bournemouth,6,3,H,3,0,H,M Jones
17,4/2/2017,Hull,Liverpool,2,0,H,1,0,H,L Mason
17,4/2/2017,Southampton,West Ham,1,3,A,1,2,A,G Scott
17,4/2/2017,Tottenham,Middlesbrough,1,0,H,0,0,D,M Clattenburg
17,4/2/2017,Watford,Burnley,2,1,H,2,0,H,M Oliver
17,4/2/2017,West Brom,Stoke,1,0,H,1,0,H,K Friend
17,5/2/2017,Leicester,Man United,0,3,A,0,2,A,A Taylor
17,5/2/2017,Man City,Swansea,2,1,H,1,0,H,M Dean
17,11/2/2017,Arsenal,Hull,2,0,H,1,0,H,M Clattenburg
17,11/2/2017,Liverpool,Tottenham,2,0,H,2,0,H,A Taylor
17,11/2/2017,Man United,Watford,2,0,H,1,0,H,R Madley
17,11/2/2017,Middlesbrough,Everton,0,0,D,0,0,D,M Dean
17,11/2/2017,Stoke,Crystal Palace,1,0,H,0,0,D,M Atkinson
17,11/2/2017,Sunderland,Southampton,0,4,A,0,2,A,P Tierney
17,11/2/2017,West Ham,West Brom,2,2,D,0,1,A,M Oliver
17,12/2/2017,Burnley,Chelsea,1,1,D,1,1,D,K Friend
17,12/2/2017,Swansea,Leicester,2,0,H,2,0,H,J Moss
17,13/02/17,Bournemouth,Man City,0,2,A,0,1,A,N Swarbrick
17,25/02/17,Chelsea,Swansea,3,1,H,1,1,D,N Swarbrick
17,25/02/17,Crystal Palace,Middlesbrough,1,0,H,1,0,H,R Madley
17,25/02/17,Everton,Sunderland,2,0,H,1,0,H,S Attwell
17,25/02/17,Hull,Burnley,1,1,D,0,0,D,M Atkinson
17,25/02/17,Watford,West Ham,1,1,D,1,0,H,C Pawson
17,25/02/17,West Brom,Bournemouth,2,1,H,2,1,H,M Clattenburg
17,26/02/17,Tottenham,Stoke,4,0,H,4,0,H,J Moss
17,27/02/17,Leicester,Liverpool,3,1,H,2,0,H,M Oliver
17,4/3/2017,Leicester,Hull,3,1,H,1,1,D,M Dean
17,4/3/2017,Liverpool,Arsenal,3,1,H,2,0,H,R Madley
17,4/3/2017,Man United,Bournemouth,1,1,D,1,1,D,K Friend
17,4/3/2017,Stoke,Middlesbrough,2,0,H,2,0,H,C Pawson
17,4/3/2017,Swansea,Burnley,3,2,H,1,1,D,A Taylor
17,4/3/2017,Watford,Southampton,3,4,A,1,2,A,J Moss
17,4/3/2017,West Brom,Crystal Palace,0,2,A,0,0,D,M Jones
17,5/3/2017,Sunderland,Man City,0,2,A,0,1,A,M Atkinson
17,5/3/2017,Tottenham,Everton,3,2,H,1,0,H,M Oliver
17,6/3/2017,West Ham,Chelsea,1,2,A,0,1,A,A Marriner
17,8/3/2017,Man City,Stoke,0,0,D,0,0,D,N Swarbrick
17,11/3/2017,Bournemouth,West Ham,3,2,H,1,1,D,R Madley
17,11/3/2017,Everton,West Brom,3,0,H,2,0,H,G Scott
17,11/3/2017,Hull,Swansea,2,1,H,0,0,D,A Marriner
17,12/3/2017,Liverpool,Burnley,2,1,H,1,1,D,C Pawson
17,18/03/17,Bournemouth,Swansea,2,0,H,1,0,H,M Dean
17,18/03/17,Crystal Palace,Watford,1,0,H,0,0,D,M Atkinson
17,18/03/17,Everton,Hull,4,0,H,1,0,H,P Tierney
17,18/03/17,Stoke,Chelsea,1,2,A,1,1,D,A Taylor
17,18/03/17,Sunderland,Burnley,0,0,D,0,0,D,R Madley
17,18/03/17,West Brom,Arsenal,3,1,H,1,1,D,N Swarbrick
17,18/03/17,West Ham,Leicester,2,3,A,1,3,A,R East
17,19/03/17,Man City,Liverpool,1,1,D,0,0,D,M Oliver
17,19/03/17,Middlesbrough,Man United,1,3,A,0,1,A,J Moss
17,19/03/17,Tottenham,Southampton,2,1,H,2,0,H,A Marriner
17,1/4/2017,Burnley,Tottenham,0,2,A,0,0,D,S Attwell
17,1/4/2017,Chelsea,Crystal Palace,1,2,A,1,2,A,C Pawson
17,1/4/2017,Hull,West Ham,2,1,H,0,1,A,M Jones
17,1/4/2017,Leicester,Stoke,2,0,H,1,0,H,L Mason
17,1/4/2017,Liverpool,Everton,3,1,H,2,1,H,A Taylor
17,1/4/2017,Man United,West Brom,0,0,D,0,0,D,M Dean
17,1/4/2017,Southampton,Bournemouth,0,0,D,0,0,D,J Moss
17,1/4/2017,Watford,Sunderland,1,0,H,0,0,D,L Probert
17,2/4/2017,Arsenal,Man City,2,2,D,1,2,A,A Marriner
17,2/4/2017,Swansea,Middlesbrough,0,0,D,0,0,D,R Madley
17,4/4/2017,Burnley,Stoke,1,0,H,0,0,D,K Friend
17,4/4/2017,Leicester,Sunderland,2,0,H,0,0,D,G Scott
17,4/4/2017,Man United,Everton,1,1,D,0,1,A,N Swarbrick
17,4/4/2017,Watford,West Brom,2,0,H,1,0,H,P Tierney
17,5/4/2017,Arsenal,West Ham,3,0,H,0,0,D,M Atkinson
17,5/4/2017,Chelsea,Man City,2,1,H,2,1,H,M Dean
17,5/4/2017,Hull,Middlesbrough,4,2,H,3,2,H,M Oliver
17,5/4/2017,Liverpool,Bournemouth,2,2,D,1,1,D,L Mason
17,5/4/2017,Southampton,Crystal Palace,3,1,H,1,1,D,R East
17,5/4/2017,Swansea,Tottenham,1,3,A,1,0,H,J Moss
17,8/4/2017,Bournemouth,Chelsea,1,3,A,1,2,A,A Marriner
17,8/4/2017,Man City,Hull,3,1,H,1,0,H,J Moss
17,8/4/2017,Middlesbrough,Burnley,0,0,D,0,0,D,M Atkinson
17,8/4/2017,Stoke,Liverpool,1,2,A,1,0,H,M Dean
17,8/4/2017,Tottenham,Watford,4,0,H,3,0,H,A Taylor
17,8/4/2017,West Brom,Southampton,0,1,A,0,1,A,C Kavanagh
17,8/4/2017,West Ham,Swansea,1,0,H,1,0,H,K Friend
17,9/4/2017,Everton,Leicester,4,2,H,3,2,H,R Madley
17,9/4/2017,Sunderland,Man United,0,3,A,0,1,A,C Pawson
17,10/4/2017,Crystal Palace,Arsenal,3,0,H,1,0,H,M Oliver
17,15/04/17,Crystal Palace,Leicester,2,2,D,0,1,A,M Dean
17,15/04/17,Everton,Burnley,3,1,H,0,0,D,M Clattenburg
17,15/04/17,Southampton,Man City,0,3,A,0,0,D,N Swarbrick
17,15/04/17,Stoke,Hull,3,1,H,1,0,H,S Attwell
17,15/04/17,Sunderland,West Ham,2,2,D,1,1,D,A Marriner
17,15/04/17,Tottenham,Bournemouth,4,0,H,2,0,H,M Oliver
17,15/04/17,Watford,Swansea,1,0,H,1,0,H,L Mason
17,16/04/17,Man United,Chelsea,2,0,H,1,0,H,R Madley
17,16/04/17,West Brom,Liverpool,0,1,A,0,1,A,J Moss
17,17/04/17,Middlesbrough,Arsenal,1,2,A,0,1,A,A Taylor
17,22/04/17,Bournemouth,Middlesbrough,4,0,H,2,0,H,G Scott
17,22/04/17,Hull,Watford,2,0,H,0,0,D,R Madley
17,22/04/17,Swansea,Stoke,2,0,H,1,0,H,M Oliver
17,22/04/17,West Ham,Everton,0,0,D,0,0,D,R East
17,23/04/17,Burnley,Man United,0,2,A,0,2,A,A Taylor
17,23/04/17,Liverpool,Crystal Palace,1,2,A,1,1,D,A Marriner
17,25/04/17,Chelsea,Southampton,4,2,H,2,1,H,L Mason
17,26/04/17,Arsenal,Leicester,1,0,H,0,0,D,M Jones
17,26/04/17,Crystal Palace,Tottenham,0,1,A,0,0,D,J Moss
17,26/04/17,Middlesbrough,Sunderland,1,0,H,1,0,H,M Dean
17,27/04/17,Man City,Man United,0,0,D,0,0,D,M Atkinson
17,29/04/17,Crystal Palace,Burnley,0,2,A,0,1,A,R Madley
17,29/04/17,Southampton,Hull,0,0,D,0,0,D,M Dean
17,29/04/17,Stoke,West Ham,0,0,D,0,0,D,L Probert
17,29/04/17,Sunderland,Bournemouth,0,1,A,0,0,D,S Attwell
17,29/04/17,West Brom,Leicester,0,1,A,0,1,A,M Clattenburg
17,30/04/17,Everton,Chelsea,0,3,A,0,0,D,J Moss
17,30/04/17,Man United,Swansea,1,1,D,1,0,H,N Swarbrick
17,30/04/17,Middlesbrough,Man City,2,2,D,1,0,H,K Friend
17,30/04/17,Tottenham,Arsenal,2,0,H,0,0,D,M Oliver
17,1/5/2017,Watford,Liverpool,0,1,A,0,1,A,C Pawson
17,5/5/2017,West Ham,Tottenham,1,0,H,0,0,D,A Taylor
17,6/5/2017,Bournemouth,Stoke,2,2,D,0,1,A,P Tierney
17,6/5/2017,Burnley,West Brom,2,2,D,0,0,D,M Jones
17,6/5/2017,Hull,Sunderland,0,2,A,0,0,D,N Swarbrick
17,6/5/2017,Leicester,Watford,3,0,H,1,0,H,R East
17,6/5/2017,Man City,Crystal Palace,5,0,H,1,0,H,M Oliver
17,6/5/2017,Swansea,Everton,1,0,H,1,0,H,M Atkinson
17,7/5/2017,Arsenal,Man United,2,0,H,0,0,D,A Marriner
17,7/5/2017,Liverpool,Southampton,0,0,D,0,0,D,R Madley
17,8/5/2017,Chelsea,Middlesbrough,3,0,H,2,0,H,C Pawson
17,10/5/2017,Southampton,Arsenal,0,2,A,0,0,D,J Moss
17,12/5/2017,Everton,Watford,1,0,H,0,0,D,K Friend
17,12/5/2017,West Brom,Chelsea,0,1,A,0,0,D,M Oliver
17,13/05/17,Bournemouth,Burnley,2,1,H,1,0,H,L Probert
17,13/05/17,Man City,Leicester,2,1,H,2,1,H,R Madley
17,13/05/17,Middlesbrough,Southampton,1,2,A,0,1,A,A Taylor
17,13/05/17,Stoke,Arsenal,1,4,A,0,1,A,M Dean
17,13/05/17,Sunderland,Swansea,0,2,A,0,2,A,A Marriner
17,14/05/17,Crystal Palace,Hull,4,0,H,2,0,H,M Atkinson
17,14/05/17,Tottenham,Man United,2,1,H,1,0,H,J Moss
17,14/05/17,West Ham,Liverpool,0,4,A,0,1,A,N Swarbrick
17,15/05/17,Chelsea,Watford,4,3,H,2,1,H,L Mason
17,16/05/17,Arsenal,Sunderland,2,0,H,0,0,D,R East
17,16/05/17,Man City,West Brom,3,1,H,2,0,H,C Pawson
17,17/05/17,Southampton,Man United,0,0,D,0,0,D,M Dean
17,18/05/17,Leicester,Tottenham,1,6,A,0,2,A,M Oliver
17,21/05/17,Arsenal,Everton,3,1,H,2,0,H,M Oliver
17,21/05/17,Burnley,West Ham,1,2,A,1,1,D,R Madley
17,21/05/17,Chelsea,Sunderland,5,1,H,1,1,D,N Swarbrick
17,21/05/17,Hull,Tottenham,1,7,A,0,3,A,A Marriner
17,21/05/17,Leicester,Bournemouth,1,1,D,0,1,A,l Mason
17,21/05/17,Liverpool,Middlesbrough,3,0,H,1,0,H,M Atkinson
17,21/05/17,Man United,Crystal Palace,2,0,H,2,0,H,A Taylor
17,21/05/17,Southampton,Stoke,0,1,A,0,0,D,L Probert
17,21/05/17,Swansea,West Brom,2,1,H,0,1,A,M Dean
17,21/05/17,Watford,Man City,0,5,A,0,4,A,J Moss
